scale,actiongnn_reward,hierarchical_reward,reward_delta_hierarchical_minus_actiongnn,actiongnn_active_saturation,hierarchical_active_saturation,saturation_reduction_percentage_points,actiongnn_total_energy_charged,hierarchical_total_energy_charged,charged_energy_change_pct,actiongnn_average_user_satisfaction,hierarchical_average_user_satisfaction,average_satisfaction_change_percentage_points,actiongnn_transformer_overload,hierarchical_transformer_overload,transformer_overload_change_pct,power_tracker_violation_reduction_pct,actiongnn_ev_served,hierarchical_ev_served,diagnostic_schema_version
25cp,-109530.64645388626,-108542.60412482133,988.0423290649342,1.0,0.499149177538287,50.0850822461713,1462.5520007013124,1418.8096213884849,-2.990825576926668,1.0,0.9965507472826087,-0.3449252717391271,0.0,0.0,,33.26343107735206,65.0,65.0,3
100cp,-1153698.6030541977,-726398.6127132773,427299.9903409204,1.0,0.8026761244559084,19.732387554409158,5007.185944966791,4796.565261300754,-4.206368327059074,0.9980625272361382,0.9908374777545574,-0.7225049481580759,26.456672067706748,4.142627002956544,-84.34184393125894,35.87768858846209,238.0,238.0,3
500cp,-31821988.362363584,-27745094.268088277,4076894.094275307,0.9973034573528939,0.862347918204873,13.495553914802095,24460.234990554585,23111.855788788547,-5.512535763808973,0.9994511188256189,0.9881584855386931,-1.1292633286925757,225.83073561884834,97.34765021552617,-56.89353358002287,25.276126103039037,1195.0,1195.0,3
1000cp,-125561725.08445874,-125490159.52050696,71565.56395177543,1.0,0.6080630543147537,39.19369456852463,50759.748953066126,50658.86972208676,-0.19873863259773036,0.9982536609052892,0.9980579472809505,-0.01957136243386781,267.8701001011049,268.1762943059066,0.11430697367347098,0.799800170172489,2395.0,2395.0,3
